date,TrafficCount (#) 
4/23/20 3:30,256
4/23/20 4:30,242
4/23/20 5:30,704
4/23/20 6:30,1363
4/23/20 7:30,3156
4/23/20 8:30,8937
4/23/20 9:30,18816
4/23/20 10:30,23304
4/23/20 11:30,26077
4/23/20 12:30,22487
4/23/20 13:30,20974
4/23/20 14:30,23598
4/23/20 15:30,22785
4/23/20 16:30,21789
4/23/20 17:30,18639
4/23/20 18:30,16040
4/23/20 19:30,10592
4/23/20 20:30,8435
4/23/20 21:30,7964
4/23/20 22:30,3349
4/23/20 23:30,2318
4/24/20 0:30,1652
4/24/20 1:30,1186
4/24/20 2:30,303
4/24/20 3:30,450
4/24/20 4:30,486
4/24/20 5:30,1079
4/24/20 6:30,1178
4/24/20 7:30,3719
4/24/20 8:30,10252
4/24/20 9:30,20264
4/24/20 10:30,33422
4/24/20 11:30,35111
4/24/20 12:30,28343
4/24/20 13:30,25646
4/24/20 14:30,28347
4/24/20 15:30,27772
4/24/20 16:30,24276
4/24/20 17:30,21433
4/24/20 18:30,19789
4/24/20 19:30,13493
4/24/20 20:30,7981
4/24/20 21:30,6469
4/24/20 22:30,3631
4/24/20 23:30,3187
4/25/20 0:30,2500
4/25/20 1:30,1898
4/25/20 2:30,1335
4/25/20 3:30,248
4/25/20 4:30,210
4/25/20 5:30,291
4/25/20 6:30,591
4/25/20 7:30,642
4/25/20 8:30,1100
4/25/20 9:30,2215
4/25/20 10:30,3182
4/25/20 11:30,3815
4/25/20 12:30,3894
4/25/20 13:30,2905
4/25/20 14:30,2940
4/25/20 15:30,2776
4/25/20 16:30,1290
4/25/20 17:30,1478
4/25/20 18:30,2554
4/25/20 19:30,2815
4/25/20 20:30,2539
4/25/20 21:30,2335
4/25/20 22:30,1675
4/25/20 23:30,1740
4/26/20 0:30,1203
4/26/20 1:30,973
4/26/20 2:30,849
4/26/20 3:30,114
4/26/20 4:30,127
4/26/20 5:30,242
4/26/20 6:30,314
4/26/20 7:30,476
4/26/20 8:30,620
4/26/20 9:30,998
4/26/20 10:30,1702
4/26/20 11:30,2276
4/26/20 12:30,2181
4/26/20 13:30,2382
4/26/20 14:30,2697
4/26/20 15:30,3054
4/26/20 16:30,3275
4/26/20 17:30,2617
4/26/20 18:30,3277
4/26/20 19:30,2997
4/26/20 20:30,3185
4/26/20 21:30,3504
4/26/20 22:30,2480
4/26/20 23:30,1988
4/27/20 0:00,1988
4/27/20 0:30,980
4/27/20 1:30,227
4/27/20 2:30,225
4/27/20 3:30,218
4/27/20 4:30,379
4/27/20 5:30,475
4/27/20 6:30,1505
4/27/20 7:30,4726
4/27/20 8:30,14595
4/27/20 9:30,27457
4/27/20 10:30,32127
4/27/20 11:30,32776
4/27/20 12:30,28466
4/27/20 13:30,23527
4/27/20 14:30,23194
4/27/20 15:30,24326
4/27/20 16:30,26137
4/27/20 17:30,22113
4/27/20 18:30,19614
4/27/20 19:30,13085
4/27/20 20:30,9686
4/27/20 21:30,7102
4/27/20 22:30,5873
4/27/20 23:30,4857
4/28/20 0:30,3441
4/28/20 1:30,2596
4/28/20 2:30,2153
4/28/20 3:30,930
4/28/20 4:30,2386
4/28/20 5:30,3793
4/28/20 6:30,3765
4/28/20 7:30,5267
4/28/20 8:30,12011
4/28/20 9:30,11228
4/28/20 10:30,23754
4/28/20 11:30,39994
4/28/20 12:30,30240
4/28/20 13:30,23903
4/28/20 14:30,25719
4/28/20 15:30,22023
4/28/20 16:30,20776
4/28/20 17:30,16937
4/28/20 18:30,12088
4/28/20 19:30,10394
4/28/20 20:30,7969
4/28/20 21:30,8738
4/28/20 22:30,7083
4/28/20 23:30,5831
4/29/20 0:30,3163
4/29/20 1:30,2546
4/29/20 2:30,1749
4/29/20 3:30,477
4/29/20 4:30,362
4/29/20 5:30,484
4/29/20 6:30,896
4/29/20 7:30,3058
4/29/20 8:30,7998
4/29/20 9:30,18769
4/29/20 10:30,34983
4/29/20 11:30,24228
4/29/20 12:30,21972
4/29/20 13:30,20974
4/29/20 14:30,24370
4/29/20 15:30,24019
4/29/20 16:30,19333
4/29/20 17:30,13699
4/29/20 18:30,10905
4/29/20 19:30,7867
4/29/20 20:30,4590
4/29/20 21:30,3679
4/29/20 22:30,2423
4/29/20 23:30,1591
4/30/20 0:30,751
4/30/20 1:30,324
4/30/20 2:30,316
4/30/20 3:30,189
4/30/20 4:30,301
4/30/20 5:30,685
4/30/20 6:30,840
4/30/20 7:30,2154
4/30/20 8:30,3983
4/30/20 9:30,7883
4/30/20 10:30,8940
4/30/20 11:30,10085
4/30/20 12:30,7513
4/30/20 13:30,8356
4/30/20 14:30,8776
4/30/20 15:30,9336
4/30/20 16:30,8108
4/30/20 17:30,5957
4/30/20 18:30,6380
4/30/20 19:30,4686
4/30/20 20:30,3905
4/30/20 21:30,2951
4/30/20 22:30,2092
4/30/20 23:30,2310
5/1/20 0:30,1056
5/1/20 1:30,806
5/1/20 2:30,344
5/1/20 3:30,400
5/1/20 4:30,565
5/1/20 5:30,649
5/1/20 6:30,1500
5/1/20 7:30,1361
5/1/20 8:30,2302
5/1/20 9:30,3933
5/1/20 10:30,5355
5/1/20 11:30,7037
5/1/20 12:30,5230
5/1/20 13:30,4868
5/1/20 14:30,5012
5/1/20 15:30,4456
5/1/20 16:30,5216
5/1/20 17:30,4388
5/1/20 18:30,4737
5/1/20 19:30,3952
5/1/20 20:30,3377
5/1/20 21:30,2321
5/1/20 22:30,2417
5/1/20 23:30,1014
5/2/20 0:30,389
5/2/20 1:30,339
5/2/20 2:30,617
5/2/20 3:30,213
5/2/20 4:30,321
5/2/20 5:30,716
5/2/20 6:30,897
5/2/20 7:30,866
5/2/20 8:30,1518
5/2/20 9:30,2133
5/2/20 10:30,3250
5/2/20 11:30,2565
5/2/20 12:30,2798
5/2/20 13:30,2085
5/2/20 14:30,2250
5/2/20 15:30,1609
5/2/20 16:30,1703
5/2/20 17:30,1581
5/2/20 18:30,1814
5/2/20 19:30,1854
5/2/20 20:30,1729
5/2/20 21:30,1200
5/2/20 22:30,979
5/2/20 23:30,531
5/3/20 0:30,453
5/3/20 1:30,353
5/3/20 2:30,230
5/3/20 3:30,169
5/3/20 4:30,194
5/3/20 5:30,444
5/3/20 6:30,380
5/3/20 7:30,742
5/3/20 8:30,909
5/3/20 9:30,1515
5/3/20 10:30,1976
5/3/20 11:30,1780
5/3/20 12:30,1790
5/3/20 13:30,1723
5/3/20 14:30,2160
5/3/20 15:30,2306
5/3/20 16:30,2194
5/3/20 17:30,2157
5/3/20 18:30,3523
5/3/20 19:30,2903
5/3/20 20:30,2398
5/3/20 21:30,1880
5/3/20 22:30,2371
5/3/20 23:30,899
5/4/20 0:00,899
5/4/20 0:30,569
5/4/20 1:30,359
5/4/20 2:30,275
5/4/20 3:30,383
5/4/20 4:30,253
5/4/20 5:30,769
5/4/20 6:30,2752
5/4/20 7:30,6809
5/4/20 8:30,18968
5/4/20 9:30,33301
5/4/20 10:30,36349
5/4/20 11:30,37331
5/4/20 12:30,29960
5/4/20 13:30,30958
5/4/20 14:30,28448
5/4/20 15:30,24026
5/4/20 16:30,23584
5/4/20 17:30,19575
5/4/20 18:30,14817
5/4/20 19:30,13000
5/4/20 20:30,8597
5/4/20 21:30,6972
5/4/20 22:30,5231
5/4/20 23:30,3338
5/5/20 0:30,1845
5/5/20 1:30,1014
5/5/20 2:30,337
5/5/20 3:30,686
5/5/20 4:30,689
5/5/20 5:30,1607
5/5/20 6:30,2114
5/5/20 7:30,4343
5/5/20 8:30,12237
5/5/20 9:30,21507
5/5/20 10:30,27903
5/5/20 11:30,27699
5/5/20 12:30,22692
5/5/20 13:30,21560
5/5/20 14:30,20807
5/5/20 15:30,32281
5/5/20 16:30,23167
5/5/20 17:30,17287
5/5/20 18:30,14200
5/5/20 19:30,11024
5/5/20 20:30,9298
5/5/20 21:30,6830
5/5/20 22:30,5197
5/5/20 23:30,3803
5/6/20 0:30,2292
5/6/20 1:30,2123
5/6/20 2:30,1660
5/6/20 3:30,784
5/6/20 4:30,783
5/6/20 5:30,1196
5/6/20 6:30,2437
5/6/20 7:30,4668
5/6/20 8:30,11199
5/6/20 9:30,17593
5/6/20 10:30,26401
5/6/20 11:30,24944
5/6/20 12:30,18983
5/6/20 13:30,18283
5/6/20 14:30,19264
5/6/20 15:30,17868
5/6/20 16:30,15659
5/6/20 17:30,14198
5/6/20 18:30,12178
5/6/20 19:30,9634
5/6/20 20:30,7384
5/6/20 21:30,4751
5/6/20 22:30,3966
5/6/20 23:30,2281
5/7/20 0:30,1449
5/7/20 1:30,1019
5/7/20 2:30,764
5/7/20 3:30,624
5/7/20 4:30,636
5/7/20 5:30,735
5/7/20 6:30,1448
5/7/20 7:30,2804
5/7/20 8:30,8297
5/7/20 9:30,17362
5/7/20 10:30,23331
5/7/20 11:30,23644
5/7/20 12:30,32439
5/7/20 13:30,24427
5/7/20 14:30,19557
5/7/20 15:30,17684
5/7/20 16:30,15894
5/7/20 17:30,13989
5/7/20 18:30,13305
5/7/20 19:30,11422
5/7/20 20:30,7865
5/7/20 21:30,5822
5/7/20 22:30,3763
5/7/20 23:30,2064
5/8/20 0:30,1455
5/8/20 1:30,938
5/8/20 2:30,455
5/8/20 3:30,366
5/8/20 4:30,450
5/8/20 5:30,997
5/8/20 6:30,1795
5/8/20 7:30,4325
5/8/20 8:30,12011
5/8/20 9:30,20621
5/8/20 10:30,25855
5/8/20 11:30,34367
5/8/20 12:30,33937
5/8/20 13:30,33054
5/8/20 14:30,24089
5/8/20 15:30,20739
5/8/20 16:30,21059
5/8/20 17:30,11484
5/8/20 18:30,11418
5/8/20 19:30,13552
5/8/20 20:30,8317
5/8/20 21:30,5866
5/8/20 22:30,4960
5/8/20 23:30,2864
5/9/20 0:30,1284
5/9/20 1:30,951
5/9/20 2:30,425
5/9/20 3:30,551
5/9/20 4:30,614
5/9/20 5:30,500
5/9/20 6:30,780
5/9/20 7:30,981
5/9/20 8:30,1735
5/9/20 9:30,2539
5/9/20 10:30,2733
5/9/20 11:30,2818
5/9/20 12:30,2234
5/9/20 13:30,2242
5/9/20 14:30,2157
5/9/20 15:30,3176
5/9/20 16:30,2455
5/9/20 17:30,1809
5/9/20 18:30,2067
5/9/20 19:30,2920
5/9/20 20:30,1941
5/9/20 21:30,1637
5/9/20 22:30,1164
5/9/20 23:30,634
5/10/20 0:30,444
5/10/20 1:30,257
5/10/20 2:30,217
5/10/20 3:30,189
5/10/20 4:30,269
5/10/20 5:30,376
5/10/20 6:30,537
5/10/20 7:30,682
5/10/20 8:30,935
5/10/20 9:30,1533
5/10/20 10:30,2135
5/10/20 11:30,2618
5/10/20 12:30,2148
5/10/20 13:30,2524
5/10/20 14:30,1940
5/10/20 15:30,2219
5/10/20 16:30,2524
5/10/20 17:30,2834
5/10/20 18:30,3371
5/10/20 19:30,3596
5/10/20 20:30,3851
5/10/20 21:30,3075
5/10/20 22:30,2491
5/10/20 23:30,2614
5/11/20 0:00,2614
5/11/20 0:30,1729
5/11/20 1:30,510
5/11/20 2:30,313
5/11/20 3:30,155
5/11/20 4:30,364
5/11/20 5:30,1349
5/11/20 6:30,2629
5/11/20 7:30,7565
5/11/20 8:30,17564
5/11/20 9:30,29046
5/11/20 10:30,36527
5/11/20 11:30,29914
5/11/20 12:30,22122
5/11/20 13:30,19652
5/11/20 14:30,19424
5/11/20 15:30,18401
5/11/20 16:30,18932
5/11/20 17:30,15147
5/11/20 18:30,18951
5/11/20 19:30,13853
5/11/20 20:30,8070
5/11/20 21:30,6687
5/11/20 22:30,4184
5/11/20 23:30,2254
5/12/20 0:30,1233
5/12/20 1:30,1130
5/12/20 2:30,359
5/12/20 3:30,483
5/12/20 4:30,653
5/12/20 5:30,882
5/12/20 6:30,2047
5/12/20 7:30,3180
5/12/20 8:30,9458
5/12/20 9:30,17140
5/12/20 10:30,35484
5/12/20 11:30,38140
5/12/20 12:30,28472
5/12/20 13:30,23017
5/12/20 14:30,22915
5/12/20 15:30,22231
5/12/20 16:30,20168
5/12/20 17:30,17173
5/12/20 18:30,15095
5/12/20 19:30,9786
5/12/20 20:30,7701
5/12/20 21:30,6785
5/12/20 22:30,3913
5/12/20 23:30,2939
5/13/20 0:30,1471
5/13/20 1:30,707
5/13/20 2:30,612
5/13/20 3:30,284
5/13/20 4:30,556
5/13/20 5:30,1152
5/13/20 6:30,1815
5/13/20 7:30,4389
5/13/20 8:30,10102
5/13/20 9:30,22432
5/13/20 10:30,32761
5/13/20 11:30,32609
5/13/20 12:30,29944
5/13/20 13:30,25977
5/13/20 14:30,21491
5/13/20 15:30,20539
5/13/20 16:30,24503
5/13/20 17:30,17840
5/13/20 18:30,16713
5/13/20 19:30,11300
5/13/20 20:30,6393
5/13/20 21:30,3775
5/13/20 22:30,5005
5/13/20 23:30,3180
5/14/20 0:30,1031
5/14/20 1:30,872
5/14/20 2:30,641
5/14/20 3:30,347
5/14/20 4:30,263
5/14/20 5:30,1519
5/14/20 6:30,1343
5/14/20 7:30,4205
5/14/20 8:30,10365
5/14/20 9:30,17819
5/14/20 10:30,27298
5/14/20 11:30,28364
5/14/20 12:30,26193
5/14/20 13:30,22970
5/14/20 14:30,26516
5/14/20 15:30,21999
5/14/20 16:30,17851
5/14/20 17:30,14638
5/14/20 18:30,13746
5/14/20 19:30,11532
5/14/20 20:30,8966
5/14/20 21:30,5731
5/14/20 22:30,4105
5/14/20 23:30,2458
5/15/20 0:30,1364
5/15/20 1:30,848
5/15/20 2:30,762
5/15/20 3:30,412
5/15/20 4:30,515
5/15/20 5:30,784
5/15/20 6:30,1333
5/15/20 7:30,4054
5/15/20 8:30,9568
5/15/20 9:30,20164
5/15/20 10:30,29001
5/15/20 11:30,35623
5/15/20 12:30,28141
5/15/20 13:30,24684
5/15/20 14:30,25665
5/15/20 15:30,25510
5/15/20 16:30,22843
5/15/20 17:30,23644
5/15/20 18:30,17351
5/15/20 19:30,14966
5/15/20 20:30,8988
5/15/20 21:30,5354
5/15/20 22:30,4387
5/15/20 23:30,2414
5/16/20 0:30,1361
5/16/20 1:30,845
5/16/20 2:30,1066
5/16/20 3:30,263
5/16/20 4:30,342
5/16/20 5:30,381
5/16/20 6:30,596
5/16/20 7:30,778
5/16/20 8:30,904
5/16/20 9:30,1618
5/16/20 10:30,2142
5/16/20 11:30,2167
5/16/20 12:30,1377
5/16/20 13:30,2225
5/16/20 14:30,1689
5/16/20 15:30,1364
5/16/20 16:30,1146
5/16/20 17:30,1264
5/16/20 18:30,1549
5/16/20 19:30,1598
5/16/20 20:30,1157
5/16/20 21:30,887
5/16/20 22:30,1165
5/16/20 23:30,699
5/17/20 0:30,389
5/17/20 1:30,182
5/17/20 2:30,115
5/17/20 3:30,56
5/17/20 4:30,79
5/17/20 5:30,271
5/17/20 6:30,361
5/17/20 7:30,872
5/17/20 8:30,521
5/17/20 9:30,1003
5/17/20 10:30,1442
5/17/20 11:30,1334
5/17/20 12:30,632
